Age,Fare,Parch,Sex,SibSp,Survived,HasCabin,IsAlone,FamilySize,TicketFrequency,Deck,IsMarried,Person_child,Person_female,Person_male,Embarked_C,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,DeckGroup_ABC,DeckGroup_DE,DeckGroup_FG,DeckGroup_M,"CategoricalAge_(-0.08, 16.0]","CategoricalAge_(16.0, 32.0]","CategoricalAge_(32.0, 48.0]","CategoricalAge_(48.0, 64.0]","CategoricalAge_(64.0, 80.0]",CategoricalFare_1,CategoricalFare_2,CategoricalFare_3,CategoricalFare_4,CategoricalFare_5,FamilySizeBin_1,FamilySizeBin_2,FamilySizeBin_3,FamilySizeBin_4,Pclass_1,Pclass_2,Pclass_3,Person,Embarked,Title,DeckGroup,CategoricalAge,CategoricalFare,FamilySizeBin,Pclass
25,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,3,1,1,1,3
24,7,0,1,0,1.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
22,22,1,0,1,1.0,1,0,3,3,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,4,3,3
45,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,2,1,1,3
33,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,3,2,1,1,3
20,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
47,14,0,0,1,0.0,0,0,2,2,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,2,3,2,3,2,3
29,26,0,0,1,1.0,0,0,2,2,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,2,3,1,4,2,2
25,13,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,3,1,3,1,2
23,15,0,1,0,0.0,0,1,1,1,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,3,1,3,1,2
19,26,2,0,0,1.0,1,0,3,1,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,1,1,4,3,1
37,53,0,1,1,0.0,1,0,2,2,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,2,1,0,2,5,2,1
16,9,0,1,0,0.0,0,1,1,2,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,1,3,0,2,1,3
24,79,0,1,0,0.0,1,1,1,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,5,1,1
22,15,2,0,0,0.0,0,0,3,3,7,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,3,1,3,3,3
22,8,0,0,0,1.0,0,1,1,1,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,3,1,1,1,3
24,16,0,0,1,1.0,0,0,2,2,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,2,3,1,3,2,3
19,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,3,1,1,1,3
18,12,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,3,1,3,1,2
19,37,1,1,1,0.0,0,0,3,4,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,1,3,1,4,3,2
27,8,0,1,0,1.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
9,34,2,0,2,0.0,0,0,5,5,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,3,0,4,4,3
36,26,2,1,0,0.0,1,0,3,3,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,1,2,2,4,3,2
42,13,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,3,3,2,3,1,2
51,13,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,3,3,3,3,1,2
22,67,0,0,1,1.0,1,0,2,2,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,2,0,1,5,2,1
56,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,3,1,1,3
40,14,2,1,0,0.0,0,0,3,3,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,1,3,2,3,3,3
25,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
51,61,1,1,0,0.0,0,0,2,2,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,3,3,5,2,1
16,8,0,0,0,1.0,0,1,1,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,1,1,3
30,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
25,9,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,2,1,3
25,70,2,1,8,0.0,0,0,11,11,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,1,3,1,5,4,3
44,16,1,1,0,0.0,0,0,2,2,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,1,3,2,3,2,3
40,16,0,0,0,1.0,0,1,1,2,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,2,3,2,3,1,2
26,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
17,9,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,2,1,3
1,40,1,1,4,0.0,0,0,6,7,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,3,0,4,4,3
9,21,2,1,0,1.0,0,0,3,3,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,3,0,3,3,3
36,55,1,0,0,1.0,1,0,2,2,4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,2,1,2,5,2,1
45,28,4,0,1,0.0,0,0,6,6,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,2,3,2,4,4,3
42,26,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2,1,3,2,4,1,1
28,56,0,1,0,0.0,0,1,1,8,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,1,3,1,5,1,3
61,34,0,1,0,0.0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2,1,0,3,4,1,1
4,29,1,1,4,0.0,0,0,6,6,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,3,0,4,4,3
1,11,1,0,1,1.0,0,0,3,3,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,3,0,3,3,3
21,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
56,31,0,1,0,0.0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,3,4,1,1
18,8,1,1,1,0.0,0,0,3,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,1,3,1,1,3,3
25,25,1,1,3,0.0,0,0,5,5,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,3,1,4,4,3
50,29,0,0,0,0.0,1,1,1,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,4,1,1
30,13,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,3,1,3,1,2
36,0,0,1,0,0.0,0,1,1,4,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,2,1,1,3
22,70,2,0,8,0.0,0,0,11,11,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,3,1,5,4,3
30,15,0,1,0,0.0,0,1,1,1,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,3,1,3,1,2
9,31,2,1,4,0.0,0,0,7,7,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,3,0,4,4,3
1,39,1,1,2,1.0,1,0,4,4,5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,2,0,4,3,2
4,22,2,0,0,1.0,0,0,3,3,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,3,0,4,3,3
42,50,0,1,0,0.0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,2,1,0,2,5,1,1
22,16,0,0,1,1.0,0,0,2,2,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,3,1,3,2,3
45,27,0,1,0,1.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2,1,3,2,4,1,1
40,16,1,1,1,0.0,0,0,3,2,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,1,3,2,3,3,3
36,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,2,1,1,3
32,13,0,0,0,1.0,0,1,1,1,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,2,3,1,3,1,2
19,13,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,3,1,3,1,2
19,8,0,0,1,1.0,0,0,2,1,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,3,1,1,2,3
3,26,1,1,1,1.0,1,0,3,3,5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,2,0,4,3,2
44,28,0,0,0,1.0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,2,4,1,1
58,147,0,0,0,1.0,1,1,1,3,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,3,5,1,1
25,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,3,1,1,1,3
42,8,1,1,0,0.0,0,0,2,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,1,3,2,1,2,3
22,8,0,0,0,1.0,0,1,1,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,1,1,1,3
24,13,0,0,0,0.0,0,1,1,1,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,3,1,3,1,2
28,10,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,2,1,3
25,70,2,1,8,0.0,0,0,11,11,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,1,3,1,5,4,3
34,6,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,2,1,1,3
46,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,3,2,1,1,3
18,8,0,1,0,1.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
2,10,1,0,0,0.0,1,0,2,2,6,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,2,2,3
32,16,0,1,1,0.0,0,0,2,2,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,1,3,1,3,2,3
26,19,0,1,0,1.0,0,1,1,2,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,3,1,3,1,3
16,8,0,0,0,1.0,0,1,1,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,1,1,3
40,31,0,1,0,1.0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,2,4,1,1
24,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
35,21,0,0,0,1.0,0,1,1,2,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,3,2,3,1,2
22,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
30,13,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,3,1,3,1,2
25,8,0,1,1,0.0,0,0,2,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,3,1,1,2,3
31,113,0,0,1,1.0,1,0,2,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5,2,1
27,8,0,0,0,1.0,0,1,1,1,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,3,1,1,1,3
42,27,0,1,1,0.0,0,0,2,2,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,1,3,2,4,2,2
32,76,0,0,0,1.0,1,1,1,2,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,5,1,1
30,10,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,2,1,3,1,2,1,2
16,8,0,1,0,1.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,0,1,1,3
27,13,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,3,1,3,1,2
51,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,3,1,1,3
25,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
38,90,0,1,1,1.0,1,0,2,2,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,2,1,0,2,5,2,1
22,9,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,2,1,3
19,10,0,1,0,1.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,2,1,3,1,2,1,2
20,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
18,13,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,3,1,3,1,2
22,25,1,0,3,0.0,0,0,5,5,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,3,1,4,4,3
35,83,0,0,1,1.0,1,0,2,2,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,2,0,2,5,2,1
29,8,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
59,14,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,3,3,3,1,2
5,31,2,0,4,1.0,0,0,7,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,3,0,4,4,3
24,10,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,2,1,3,1,2,1,2
22,8,0,0,0,0.0,0,1,1,1,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,3,1,1,1,3
44,26,0,1,1,0.0,0,0,2,2,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,1,3,2,4,2,2
8,26,2,0,0,1.0,0,0,3,3,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,3,0,4,3,2
19,10,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,2,1,3,1,2,1,2
33,12,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,3,2,3,1,2
22,14,0,0,1,0.0,0,0,2,2,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,3,1,3,2,3
22,16,0,0,1,1.0,0,0,2,2,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,3,1,3,2,3
29,10,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,2,1,3,1,2,1,2
22,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
30,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,3,1,1,1,3
44,90,0,1,2,0.0,1,0,3,3,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,3,0,2,5,3,1
25,8,0,0,0,0.0,0,1,1,1,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,3,1,1,1,3
24,14,2,0,0,1.0,0,0,3,2,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,2,3,1,3,3,2
37,53,1,1,1,1.0,1,0,3,2,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,1,1,2,5,3,1
54,26,0,1,1,0.0,0,0,2,2,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,3,3,3,4,2,2
25,7,0,1,0,0.0,0,1,1,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,3,1,1,1,3
29,10,1,0,1,0.0,1,0,3,2,6,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,2,2,1,2,3,3
62,27,0,1,0,0.0,1,1,1,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2,1,0,3,4,1,1
30,16,0,1,1,0.0,0,0,2,2,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,1,3,1,3,2,3
41,20,2,0,0,0.0,0,0,3,3,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,2,3,2,3,3,3
29,15,2,0,0,1.0,0,0,3,3,7,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,3,1,3,3,3
